,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1011,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,Sandeep Sharma,BE Hendricks,Anureet Singh,AR Patel,_,_
1012,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,S Dhawan,DA Warner,MC Henriques,EJG Morgan,_,_,_,_,_,J Yadav,Z Khan,NM Coulter-Nile,_,_,_
1013,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,Q de Kock,SS Iyer,JP Duminy,_,_,_,_,_,_,B Kumar,I Sharma,Parvez Rasool,P Kumar,_,_
1014,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,_,MJ McClenaghan,SL Malinga,JJ Bumrah,J Suchith,_,_
1015,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,PA Patel,LMP Simmons,RG Sharma,_,_,_,_,_,_,MA Starc,S Aravind,D Wiese,HV Patel,_,_
1016,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Rajasthan Royals,DR Smith,BB McCullum,SK Raina,F du Plessis,_,_,_,_,_,CH Morris,SR Watson,Ankit Sharma,PV Tambe,_,_
1017,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,Chennai Super Kings,AM Rahane,SR Watson,SPD Smith,_,_,_,_,_,_,A Nehra,MM Sharma,_,_,_,_
1018,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,S Dhawan,_,_,_,_,_,_,_,Sandeep Sharma,Anureet Singh,BE Hendricks,Gurkeerat Singh,_,_
1019,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,M Vijay,M Vohra,WP Saha,_,_,_,_,_,_,B Kumar,TA Boult,I Sharma,Bipul Sharma,_,_
1020,Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,Delhi Daredevils,DR Smith,BB McCullum,_,_,_,_,_,_,_,S Nadeem,Z Khan,_,_,_,_
1021,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Chennai Super Kings,Q de Kock,SS Iyer,JP Duminy,Yuvraj Singh,_,_,_,_,_,IC Pandey,MM Sharma,R Ashwin,_,_,_
1022,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,WP Saha,M Vohra,GJ Maxwell,DA Miller,GJ Bailey,AR Patel,_,_,_,MA Starc,S Aravind,D Wiese,HV Patel,YS Chahal,_
1023,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,_,_,_,_,_,Sandeep Sharma,BE Hendricks,Anureet Singh,R Dhawan,_,_
1024,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,LMP Simmons,PA Patel,RG Sharma,AT Rayudu,_,_,_,_,_,UT Yadav,M Morkel,Shakib Al Hasan,_,_,_
1025,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,_,_,_,_,_,SL Malinga,MJ McClenaghan,R Vinay Kumar,Harbhajan Singh,_,_
1026,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,S Dhawan,MC Henriques,_,_,_,_,_,_,MA Starc,HV Patel,D Wiese,AB Dinda,YS Chahal,_
1027,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,_,_,_,DW Steyn,B Kumar,MC Henriques,KV Sharma,P Kumar,_
1028,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Chennai Super Kings,WP Saha,M Vohra,GJ Bailey,GJ Maxwell,Gurkeerat Singh,_,_,_,_,P Negi,IC Pandey,A Nehra,_,_,_
1029,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Kings XI Punjab,MEK Hussey,BB McCullum,F du Plessis,SK Raina,_,_,_,_,_,Sandeep Sharma,BE Hendricks,Gurkeerat Singh,R Dhawan,_,_
1030,Brabourne Stadium,1,Rajasthan Royals,Kolkata Knight Riders,AM Rahane,SR Watson,_,_,_,_,_,_,_,Azhar Mahmood,M Morkel,UT Yadav,Shakib Al Hasan,_,_
1031,Brabourne Stadium,2,Kolkata Knight Riders,Rajasthan Royals,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,_,_,_,_,_,CH Morris,BB Sran,DS Kulkarni,_,_,_
1032,M Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,Q de Kock,SS Iyer,_,_,_,_,_,_,_,MA Starc,AB Dinda,HV Patel,D Wiese,_,_
1033,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,CH Gayle,_,_,_,_,_,_,_,J Yadav,Z Khan,_,_,_,_
1034,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Mumbai Indians,DA Warner,S Dhawan,MC Henriques,EJG Morgan,KL Rahul,_,_,_,_,SL Malinga,MJ McClenaghan,R Vinay Kumar,_,_,_
1035,"Rajiv Gandhi International Stadium, Uppal",2,Mumbai Indians,Sunrisers Hyderabad,LMP Simmons,PA Patel,_,_,_,_,_,_,_,DW Steyn,B Kumar,P Kumar,MC Henriques,_,_
1036,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,LMP Simmons,PA Patel,_,_,_,_,_,_,_,R Ashwin,A Nehra,_,_,_,_
1037,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,DR Smith,MEK Hussey,F du Plessis,SK Raina,_,_,_,_,_,SL Malinga,MJ McClenaghan,R Vinay Kumar,_,_,_
1038,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,V Kohli,_,_,_,_,_,_,_,CH Morris,JP Faulkner,DS Kulkarni,SR Watson,_,_
1039,Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,SR Watson,SV Samson,SPD Smith,_,_,_,_,_,MA Starc,S Aravind,HV Patel,_,_,_
1040,JSCA International Stadium Complex,1,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,_,_,_,_,_,A Nehra,R Ashwin,_,_,_,_
1041,JSCA International Stadium Complex,2,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,MEK Hussey,F du Plessis,_,_,_,_,_,_,MA Starc,S Aravind,HV Patel,_,_,_
1042,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,LMP Simmons,PA Patel,RG Sharma,_,_,_,_,_,_,A Nehra,MM Sharma,R Ashwin,RA Jadeja,_,_
1043,Eden Gardens,2,Chennai Super Kings,Mumbai Indians,DR Smith,MEK Hussey,SK Raina,_,_,_,_,_,_,SL Malinga,MJ McClenaghan,R Vinay Kumar,_,_,_
1044,Wankhede Stadium,1,Mumbai Indians,Rising Pune Supergiants,LMP Simmons,RG Sharma,HH Pandya,JC Buttler,AT Rayudu,KA Pollard,_,_,_,RP Singh,I Sharma,MR Marsh,_,_,_
1045,Wankhede Stadium,2,Rising Pune Supergiants,Mumbai Indians,AM Rahane,F du Plessis,_,_,_,_,_,_,_,MJ McClenaghan,JJ Bumrah,_,_,_,_
1046,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,MA Agarwal,Q de Kock,SS Iyer,KK Nair,SV Samson,P Negi,_,_,_,AD Russell,UT Yadav,JW Hastings,_,_,_
1047,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,NM Coulter-Nile,Z Khan,CH Morris,_,_,_
1048,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Gujarat Lions,M Vijay,M Vohra,_,_,_,_,_,_,_,P Kumar,PJ Sangwan,JP Faulkner,S Ladda,_,_
1049,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Gujarat Lions,Kings XI Punjab,AJ Finch,BB McCullum,SK Raina,KD Karthik,_,_,_,_,_,Sandeep Sharma,MG Johnson,MM Sharma,MP Stoinis,_,_
1050,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,_,A Nehra,B Kumar,Mustafizur Rahman,_,_,_
1051,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,S Dhawan,MC Henriques,_,_,_,_,_,_,AF Milne,SR Watson,Parvez Rasool,HV Patel,_,_
1052,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,MK Pandey,_,_,_,_,_,_,TG Southee,JJ Bumrah,MJ McClenaghan,_,_,_
1053,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,RG Sharma,PA Patel,HH Pandya,_,_,_,_,_,_,AD Russell,JW Hastings,GB Hogg,_,_,_
1054,Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,AM Rahane,F du Plessis,KP Pietersen,_,_,_,_,_,_,P Kumar,SB Jakati,PV Tambe,DJ Bravo,_,_
1055,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,AJ Finch,BB McCullum,_,_,_,_,_,_,_,RP Singh,I Sharma,R Ashwin,M Ashwin,_,_
1056,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,M Vijay,M Vohra,SE Marsh,_,_,_,_,_,_,Z Khan,P Negi,CH Morris,CR Brathwaite,_,_
1057,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,Q de Kock,SS Iyer,SV Samson,_,_,_,_,_,_,Sandeep Sharma,MG Johnson,MM Sharma,AR Patel,_,_
1058,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,S Dhawan,MC Henriques,EJG Morgan,_,_,_,_,_,M Morkel,UT Yadav,Shakib Al Hasan,_,_,_
1059,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,B Kumar,BB Sran,Mustafizur Rahman,_,_,_
1060,Wankhede Stadium,1,Mumbai Indians,Gujarat Lions,RG Sharma,PA Patel,HH Pandya,JC Buttler,_,_,_,_,_,P Kumar,DS Kulkarni,_,_,_,_
1061,Wankhede Stadium,2,Gujarat Lions,Mumbai Indians,AJ Finch,BB McCullum,SK Raina,_,_,_,_,_,_,TG Southee,JJ Bumrah,MJ McClenaghan,KH Pandya,_,_
1062,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Rising Pune Supergiants,Kings XI Punjab,AM Rahane,F du Plessis,KP Pietersen,_,_,_,_,_,_,Sandeep Sharma,KJ Abbott,AR Patel,P Sahu,_,_
1063,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Rising Pune Supergiants,M Vijay,M Vohra,_,_,_,_,_,_,_,I Sharma,Ankit Sharma,R Ashwin,_,_,_
1064,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,_,Z Khan,CH Morris,Mohammed Shami,_,_,_
1065,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,Q de Kock,SS Iyer,SV Samson,KK Nair,_,_,_,_,_,S Aravind,Parvez Rasool,SR Watson,_,_,_
1066,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,MJ Guptill,PA Patel,AT Rayudu,RG Sharma,_,_,_,_,_,B Kumar,BB Sran,MC Henriques,Mustafizur Rahman,_,_
1067,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,DA Warner,S Dhawan,MC Henriques,_,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,Harbhajan Singh,_,_
1068,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,M Vijay,M Vohra,SE Marsh,_,_,_,_,_,_,M Morkel,UT Yadav,Shakib Al Hasan,_,_,_
1069,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,Sandeep Sharma,KJ Abbott,MM Sharma,AR Patel,_,_
1070,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,V Kohli,KL Rahul,AB de Villiers,_,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,_,_,_
1071,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,VR Aaron,KW Richardson,SR Watson,_,_,_
1072,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Sunrisers Hyderabad,AJ Finch,BB McCullum,SK Raina,_,_,_,_,_,_,B Kumar,BB Sran,Mustafizur Rahman,DJ Hooda,_,_
1073,Saurashtra Cricket Association Stadium,2,Sunrisers Hyderabad,Gujarat Lions,DA Warner,S Dhawan,_,_,_,_,_,_,_,DW Steyn,P Kumar,DJ Bravo,SK Raina,_,_
1074,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rising Pune Supergiants,V Kohli,KL Rahul,AB de Villiers,_,_,_,_,_,_,I Sharma,NLTC Perera,Ankit Sharma,_,_,_
1075,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Royal Challengers Bangalore,AM Rahane,F du Plessis,KP Pietersen,SPD Smith,MS Dhoni,_,_,_,_,STR Binny,KW Richardson,HV Patel,SR Watson,_,_
1076,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,Q de Kock,SS Iyer,SV Samson,_,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,KH Pandya,_,_
1077,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,Z Khan,Mohammed Shami,P Negi,CH Morris,_,_
1078,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Sunrisers Hyderabad,M Vijay,M Vohra,SE Marsh,DA Miller,_,_,_,_,_,B Kumar,BB Sran,DJ Hooda,Mustafizur Rahman,_,_
1079,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,S Dhawan,_,_,_,_,_,_,_,Sandeep Sharma,KJ Abbott,GJ Maxwell,MM Sharma,_,_
1080,Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,V Kohli,SR Watson,AB de Villiers,_,_,_,_,_,_,P Kumar,DS Kulkarni,PV Tambe,SB Jakati,_,_
1081,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,YS Chahal,KW Richardson,Iqbal Abdulla,SR Watson,_,_
1082,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,AM Rahane,F du Plessis,SPD Smith,_,_,_,_,_,_,M Morkel,AD Russell,Shakib Al Hasan,SP Narine,_,_
1083,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,RV Uthappa,G Gambhir,SA Yadav,Shakib Al Hasan,_,_,_,_,_,JA Morkel,NLTC Perera,R Ashwin,_,_,_
1084,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,Sandeep Sharma,MG Johnson,AR Patel,_,_,_
1085,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,M Vijay,M Vohra,SE Marsh,GJ Maxwell,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,_,_,_
1086,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Rising Pune Supergiants,DA Warner,S Dhawan,AP Tare,EJG Morgan,DJ Hooda,_,_,_,_,AB Dinda,MR Marsh,NLTC Perera,_,_,_
1087,"Rajiv Gandhi International Stadium, Uppal",2,Rising Pune Supergiants,Sunrisers Hyderabad,AM Rahane,F du Plessis,SPD Smith,_,_,_,_,_,_,B Kumar,A Nehra,Mustafizur Rahman,_,_,_
1088,Feroz Shah Kotla,1,Gujarat Lions,Delhi Daredevils,DR Smith,BB McCullum,_,_,_,_,_,_,_,Z Khan,S Nadeem,CH Morris,_,_,_
1089,Feroz Shah Kotla,2,Delhi Daredevils,Gujarat Lions,Q de Kock,SV Samson,KK Nair,JP Duminy,RR Pant,_,_,_,_,P Kumar,DS Kulkarni,_,_,_,_
1090,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,Harbhajan Singh,_,_
1091,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,JD Unadkat,UT Yadav,Shakib Al Hasan,SP Narine,_,_
1092,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,AM Rahane,SS Tiwary,SPD Smith,_,_,_,_,_,_,P Kumar,DS Kulkarni,_,_,_,_
1093,Maharashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,DR Smith,BB McCullum,_,_,_,_,_,_,_,JA Morkel,AB Dinda,NLTC Perera,R Ashwin,_,_
1094,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,Q de Kock,SS Iyer,SV Samson,KK Nair,SW Billings,_,_,_,_,AD Russell,JO Holder,SP Narine,_,_,_
1095,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa,G Gambhir,PP Chawla,YK Pathan,_,_,_,_,_,Z Khan,Mohammed Shami,_,_,_,_
1096,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,S Dhawan,KS Williamson,_,_,_,_,_,_,KW Richardson,SR Watson,Parvez Rasool,VR Aaron,HV Patel,_
1097,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,KL Rahul,AB de Villiers,_,_,_,_,_,_,A Nehra,B Kumar,Mustafizur Rahman,_,_,_
1098,Saurashtra Cricket Association Stadium,1,Kings XI Punjab,Gujarat Lions,M Vijay,MP Stoinis,_,_,_,_,_,_,_,P Kumar,DS Kulkarni,RA Jadeja,_,_,_
1099,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Kings XI Punjab,DR Smith,BB McCullum,SK Raina,KD Karthik,_,_,_,_,_,Sandeep Sharma,MM Sharma,MP Stoinis,AR Patel,KC Cariappa,_
1100,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Mumbai Indians,AM Rahane,SS Tiwary,SPD Smith,_,_,_,_,_,_,TG Southee,MJ McClenaghan,KH Pandya,JJ Bumrah,_,_
1101,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Rising Pune Supergiants,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,NLTC Perera,AB Dinda,SM Boland,_,_,_
1102,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,KL Rahul,CH Gayle,V Kohli,_,_,_,_,_,_,AD Russell,M Morkel,SP Narine,_,_,_
1103,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa,G Gambhir,CA Lynn,MK Pandey,_,_,_,_,_,STR Binny,S Aravind,SR Watson,YS Chahal,VR Aaron,_
1104,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Delhi Daredevils,DR Smith,BB McCullum,AJ Finch,SK Raina,KD Karthik,_,_,_,_,S Nadeem,CH Morris,Z Khan,Mohammed Shami,_,_
1105,Saurashtra Cricket Association Stadium,2,Delhi Daredevils,Gujarat Lions,Q de Kock,RR Pant,_,_,_,_,_,_,_,P Kumar,DS Kulkarni,SK Raina,_,_,_
1106,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,G Gambhir,_,_,_,_,_,_,_,Sandeep Sharma,MM Sharma,MP Stoinis,AR Patel,_,_
1107,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,M Vijay,MP Stoinis,M Vohra,WP Saha,GJ Maxwell,_,_,_,_,AD Russell,M Morkel,UT Yadav,_,_,_
1108,Feroz Shah Kotla,1,Delhi Daredevils,Rising Pune Supergiants,RR Pant,SV Samson,KK Nair,_,_,_,_,_,_,AB Dinda,NLTC Perera,SM Boland,_,_,_
1109,Feroz Shah Kotla,2,Rising Pune Supergiants,Delhi Daredevils,AM Rahane,UT Khawaja,_,_,_,_,_,_,_,J Yadav,CR Brathwaite,Mohammed Shami,_,_,_
1110,"Rajiv Gandhi International Stadium, Uppal",1,Gujarat Lions,Sunrisers Hyderabad,DR Smith,BB McCullum,SK Raina,KD Karthik,AJ Finch,_,_,_,_,B Kumar,A Nehra,Mustafizur Rahman,_,_,_
1111,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Gujarat Lions,DA Warner,S Dhawan,KS Williamson,MC Henriques,_,_,_,_,_,P Kumar,PJ Sangwan,DS Kulkarni,_,_,_
1112,M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,AM Rahane,UT Khawaja,SS Tiwary,_,_,_,_,_,_,STR Binny,Parvez Rasool,CJ Jordan,SR Watson,VR Aaron,_
1113,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,V Kohli,KL Rahul,_,_,_,_,_,_,_,AB Dinda,RP Singh,NLTC Perera,_,_,_
1114,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Delhi Daredevils,M Vijay,MP Stoinis,HM Amla,_,_,_,_,_,_,S Nadeem,Mohammed Shami,CH Morris,Z Khan,_,_
1115,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Delhi Daredevils,Kings XI Punjab,Q de Kock,SV Samson,_,_,_,_,_,_,_,Sandeep Sharma,MM Sharma,KC Cariappa,MP Stoinis,AR Patel,_
1116,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,DA Warner,S Dhawan,_,_,_,_,_,_,_,TG Southee,MJ McClenaghan,Harbhajan Singh,JJ Bumrah,_,_
1117,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,PA Patel,AT Rayudu,KH Pandya,JC Buttler,KA Pollard,HH Pandya,_,_,B Kumar,A Nehra,BB Sran,_,_,_
1118,Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,Shakib Al Hasan,YK Pathan,_,_,_,P Kumar,DS Kulkarni,DR Smith,_,_,_
1119,Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,DR Smith,BB McCullum,SK Raina,_,_,_,_,_,_,AD Russell,M Morkel,Shakib Al Hasan,PP Chawla,_,_
1120,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,KL Rahul,_,_,_,_,_,_,_,Sandeep Sharma,Anureet Singh,MM Sharma,MP Stoinis,AR Patel,_
1121,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,HM Amla,M Vijay,WP Saha,_,_,_,_,_,_,STR Binny,YS Chahal,CJ Jordan,SR Watson,_,_
1122,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,DA Warner,S Dhawan,KS Williamson,_,_,_,_,_,_,AB Dinda,RP Singh,_,_,_,_
1123,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,AM Rahane,UT Khawaja,GJ Bailey,R Ashwin,_,_,_,_,_,B Kumar,A Nehra,BB Sran,_,_,_
1124,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,V Kohli,CH Gayle,AB de Villiers,KL Rahul,_,_,_,_,_,TG Southee,MJ McClenaghan,JJ Bumrah,KH Pandya,_,_
1125,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,PA Patel,AT Rayudu,_,_,_,_,_,_,STR Binny,S Aravind,CJ Jordan,SR Watson,_,_
1126,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,S Dhawan,_,_,_,_,_,_,_,J Yadav,NM Coulter-Nile,Mohammed Shami,_,_,_
1127,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Sunrisers Hyderabad,Q de Kock,MA Agarwal,KK Nair,_,_,_,_,_,_,B Kumar,A Nehra,BB Sran,Mustafizur Rahman,_,_
1128,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Kings XI Punjab,RG Sharma,UBT Chand,AT Rayudu,N Rana,_,_,_,_,_,Sandeep Sharma,MM Sharma,AR Patel,_,_,_
1129,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kings XI Punjab,Mumbai Indians,M Vijay,HM Amla,WP Saha,_,_,_,_,_,_,TG Southee,MJ McClenaghan,KH Pandya,JJ Bumrah,_,_
1130,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,V Kohli,AB de Villiers,_,_,_,_,_,_,P Kumar,DS Kulkarni,S Kaushik,PV Tambe,_,_
1131,M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,DR Smith,BB McCullum,RA Jadeja,KD Karthik,_,_,_,_,_,STR Binny,S Aravind,YS Chahal,SR Watson,_,_
1132,Eden Gardens,1,Rising Pune Supergiants,Kolkata Knight Riders,AM Rahane,UT Khawaja,GJ Bailey,SS Tiwary,_,_,_,_,_,AD Russell,M Morkel,Shakib Al Hasan,_,_,_
1133,Eden Gardens,2,Kolkata Knight Riders,Rising Pune Supergiants,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,_,_,_,_,_,R Ashwin,AB Dinda,M Ashwin,A Zampa,_,_
1134,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Sunrisers Hyderabad,HM Amla,M Vijay,WP Saha,_,_,_,_,_,_,B Kumar,A Nehra,Mustafizur Rahman,BCJ Cutting,_,_
1135,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,S Dhawan,_,_,_,_,_,_,_,Sandeep Sharma,M Vijay,MM Sharma,Anureet Singh,MP Stoinis,GJ Maxwell
1136,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Delhi Daredevils,RG Sharma,MJ Guptill,_,_,_,_,_,_,_,S Nadeem,CH Morris,Z Khan,_,_,_
1137,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Daredevils,Mumbai Indians,MA Agarwal,Q de Kock,KK Nair,SV Samson,_,_,_,_,_,Harbhajan Singh,R Vinay Kumar,MJ McClenaghan,JJ Bumrah,_,_
